lat,lon,d,t
37.51539015,127.13367802,2021/04/20,13:23:52
37.51528946,127.13373256,2021/04/20,13:23:57
37.51520025,127.1337629,2021/04/20,13:24:02
37.51520025,127.1337629,2021/04/20,13:24:02
37.51520025,127.1337629,2021/04/20,13:24:02
37.51520025,127.1337629,2021/04/20,13:24:02
37.51520025,127.1337629,2021/04/20,13:24:02
37.51510995,127.13381411,2021/04/20,13:24:07
37.51501105,127.13388077,2021/04/20,13:24:12
37.5149282,127.13393055,2021/04/20,13:24:16
37.51484485,127.1339832,2021/04/20,13:24:20
37.51473928,127.13402884,2021/04/20,13:24:25
37.51465929,127.13408347,2021/04/20,13:24:29
37.51455926,127.13414803,2021/04/20,13:24:34
37.51447051,127.13419151,2021/04/20,13:24:38
37.51438277,127.13422996,2021/04/20,13:24:42
37.51428026,127.13427671,2021/04/20,13:24:47
37.51418102,127.13433745,2021/04/20,13:24:52
37.5140865,127.13439288,2021/04/20,13:24:57
37.51398716,127.13445019,2021/04/20,13:25:02
37.51398716,127.13445019,2021/04/20,13:25:02
37.51398716,127.13445019,2021/04/20,13:25:02
37.51398716,127.13445019,2021/04/20,13:25:02
37.51398716,127.13445019,2021/04/20,13:25:02
37.5138959,127.13451339,2021/04/20,13:25:07
37.5138133,127.13455906,2021/04/20,13:25:11
37.51371406,127.13462122,2021/04/20,13:25:16
37.5136123,127.13467621,2021/04/20,13:25:21
37.51351357,127.1347325,2021/04/20,13:25:26
37.51341391,127.13477593,2021/04/20,13:25:31
37.513326,127.13480816,2021/04/20,13:25:35
37.51322547,127.13484746,2021/04/20,13:25:40
37.51312419,127.13489474,2021/04/20,13:25:45
37.51302269,127.13494036,2021/04/20,13:25:50
37.51291793,127.13496657,2021/04/20,13:25:55
