lat,lon,d,t
37.50178262,127.1286199,2021/05/01,20:15:02
37.50184692,127.12851327,2021/05/01,20:15:06
37.50191973,127.12843174,2021/05/01,20:15:08
37.50199083,127.12833742,2021/05/01,20:15:10
37.50205629,127.12822466,2021/05/01,20:15:12
37.50215152,127.12808601,2021/05/01,20:15:14
37.50224788,127.12794883,2021/05/01,20:15:16
37.50224788,127.12794883,2021/05/01,20:15:16
37.50234874,127.12780382,2021/05/01,20:15:18
37.5024621,127.12766921,2021/05/01,20:15:20
37.50256658,127.1275059,2021/05/01,20:15:22
37.50266807,127.12736274,2021/05/01,20:15:24
37.50287704,127.12706638,2021/05/01,20:15:28
37.50297333,127.12692149,2021/05/01,20:15:30
37.50314496,127.12667903,2021/05/01,20:15:35
37.50322352,127.12660972,2021/05/01,20:15:43
37.50329561,127.12649901,2021/05/01,20:15:47
37.50338933,127.12638124,2021/05/01,20:15:50
37.50345868,127.12629617,2021/05/01,20:15:52
37.50350963,127.12619319,2021/05/01,20:15:54
37.50356935,127.12608873,2021/05/01,20:15:56
37.50375768,127.12576988,2021/05/01,20:16:01
37.50385118,127.12563487,2021/05/01,20:16:03
37.50385118,127.12563487,2021/05/01,20:16:03
37.50393334,127.12550604,2021/05/01,20:16:05
37.5040436,127.12535238,2021/05/01,20:16:07
37.50414264,127.12520742,2021/05/01,20:16:09
37.5042472,127.12504194,2021/05/01,20:16:11
37.50434517,127.12487125,2021/05/01,20:16:13
37.50440214,127.12477851,2021/05/01,20:16:14
37.50485645,127.12387021,2021/05/01,20:16:24
37.50494375,127.12369723,2021/05/01,20:16:26
37.5050392,127.12351718,2021/05/01,20:16:28
37.50512995,127.12333184,2021/05/01,20:16:30
37.50522012,127.12314141,2021/05/01,20:16:32
37.5052712,127.12304147,2021/05/01,20:16:33
37.5053222,127.12294759,2021/05/01,20:16:34
37.50536589,127.1228443,2021/05/01,20:16:35
37.50540795,127.12274208,2021/05/01,20:16:36
37.50591726,127.12177331,2021/05/01,20:16:52
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50590954,127.12173546,2021/05/01,20:17:19
37.50589357,127.12173152,2021/05/01,20:17:49
37.50589606,127.12172522,2021/05/01,20:18:09
37.50594567,127.12162356,2021/05/01,20:18:14
37.50598428,127.12150744,2021/05/01,20:18:17
37.50603927,127.1213423,2021/05/01,20:18:20
37.50608314,127.12122739,2021/05/01,20:18:22
37.50611723,127.12110094,2021/05/01,20:18:24
37.50616035,127.12096363,2021/05/01,20:18:26
37.5062294,127.12081129,2021/05/01,20:18:28
37.50628,127.1206499,2021/05/01,20:18:30
37.50660487,127.11991419,2021/05/01,20:18:38
37.50667681,127.11972408,2021/05/01,20:18:40
37.50671575,127.11962047,2021/05/01,20:18:41
37.5068074,127.11943116,2021/05/01,20:18:43
37.50685316,127.11932439,2021/05/01,20:18:44
37.50689639,127.11922343,2021/05/01,20:18:45
37.50694421,127.11912608,2021/05/01,20:18:46
37.50702329,127.11893526,2021/05/01,20:18:48
37.50707831,127.11875358,2021/05/01,20:18:50
37.50714624,127.11856583,2021/05/01,20:18:52
37.50720398,127.11838215,2021/05/01,20:18:54
37.50720398,127.11838215,2021/05/01,20:18:54
37.50727048,127.11821482,2021/05/01,20:18:56
37.50734364,127.11803444,2021/05/01,20:18:58
37.50734364,127.11803444,2021/05/01,20:18:58
37.50741582,127.11785985,2021/05/01,20:19:00
37.50749496,127.11767332,2021/05/01,20:19:02
37.507561,127.11751331,2021/05/01,20:19:04
37.50772188,127.11716638,2021/05/01,20:19:23
37.50772108,127.11716139,2021/05/01,20:19:57
